2.473214;0.119348;0.151725;0.008920;0.055667;0.177654;2.828764;7.326331;0.799269;0.940484;-0.019363;0.029713;-0.337981;2.000000
2.470660;0.123600;0.157900;0.011656;-0.013328;0.187446;2.942661;7.242675;0.801451;0.942203;-0.018605;0.030759;-0.333107;2.000000
2.469317;0.125959;0.150556;0.021219;-0.131289;0.195245;3.055459;7.161873;0.803555;0.944031;-0.018557;0.029327;-0.328027;2.000000
2.465597;0.126666;0.123201;0.026293;-0.200189;0.200672;3.169037;7.082471;0.805526;0.945987;-0.019424;0.024300;-0.322709;2.000000
2.456072;0.125625;0.096838;0.019034;-0.116081;0.205779;3.289249;7.000473;0.807429;0.948026;-0.020192;0.019580;-0.316947;2.000000
2.437784;0.122407;0.087764;0.005964;0.054493;0.211308;3.436314;6.902897;0.809478;0.950412;-0.020006;0.018400;-0.309802;2.000000
2.424985;0.118941;0.104386;-0.003378;0.174990;0.215643;3.552946;6.827589;0.810916;0.952205;-0.018773;0.022024;-0.304085;2.000000
2.417307;0.115061;0.119763;0.005493;0.073118;0.218056;3.667873;6.755134;0.812255;0.953961;-0.017607;0.025205;-0.298351;2.000000
2.412727;0.110665;0.127606;0.005338;0.071260;0.218719;3.785359;6.682804;0.813499;0.955752;-0.016700;0.027138;-0.292442;2.000000
2.410634;0.105882;0.137028;0.003022;0.094172;0.218372;3.903452;6.611806;0.814585;0.957493;-0.015734;0.029383;-0.286524;2.000000
2.412435;0.099130;0.156037;-0.001632;0.137969;0.217016;4.059954;6.520243;0.815815;0.959670;-0.014238;0.033505;-0.278760;2.000000
2.418364;0.093865;0.173689;0.004412;0.062361;0.215378;4.177836;6.453095;0.816620;0.961214;-0.013045;0.037036;-0.272993;2.000000
2.427718;0.088507;0.168892;0.015689;-0.086668;0.211312;4.296768;6.386861;0.817336;0.962863;-0.012742;0.036222;-0.267246;2.000000
2.435284;0.082997;0.154836;0.016559;-0.087537;0.206521;4.414547;6.322690;0.817914;0.964481;-0.012792;0.033608;-0.261693;2.000000
2.441430;0.075206;0.144723;0.011671;0.005575;0.199076;4.576442;6.236659;0.818485;0.966504;-0.012452;0.031980;-0.254346;2.000000
2.445381;0.069359;0.148608;0.008463;0.065232;0.193013;4.700362;6.172421;0.818748;0.967878;-0.011731;0.033028;-0.248965;2.000000
2.450894;0.063831;0.160637;0.006022;0.098951;0.187098;4.822883;6.110216;0.818884;0.969102;-0.010733;0.035552;-0.243849;2.000000
2.459537;0.058583;0.158145;0.023537;-0.161579;0.180094;4.946283;6.048820;0.818953;0.970365;-0.010284;0.035048;-0.238867;2.000000
2.465572;0.053558;0.116327;0.036794;-0.373422;0.170743;5.070492;5.988226;0.818897;0.971788;-0.011208;0.026994;-0.234040;2.000000
2.456340;0.046823;0.050841;0.034912;-0.269330;0.158598;5.235081;5.909662;0.818643;0.973475;-0.012696;0.014334;-0.227990;2.000000
2.438147;0.041826;0.024282;0.024883;-0.062730;0.149382;5.361499;5.850567;0.818269;0.974534;-0.012899;0.009513;-0.223667;2.000000
2.417710;0.037385;0.021922;0.023161;0.020717;0.142083;5.485060;5.793798;0.817783;0.975449;-0.012311;0.009022;-0.219698;2.000000
2.398212;0.033457;0.024244;0.022244;0.045182;0.133986;5.605751;5.739260;0.817281;0.976276;-0.011496;0.009688;-0.216006;2.000000
2.380183;0.030043;0.035510;0.015661;0.167389;0.125707;5.728000;5.684894;0.816645;0.977029;-0.010306;0.012412;-0.212495;2.000000
2.364522;0.026493;0.078039;0.007982;0.333884;0.116331;5.886679;5.615584;0.815638;0.977801;-0.007806;0.021540;-0.208278;2.000000
2.362543;0.024357;0.125644;0.003377;0.384315;0.110122;6.008382;5.563346;0.814807;0.978191;-0.005391;0.031383;-0.205252;2.000000
2.371443;0.022537;0.172723;0.010135;0.227237;0.104979;6.132858;5.510703;0.813971;0.978470;-0.003088;0.040726;-0.202306;2.000000
2.388523;0.020911;0.190481;0.016798;0.062342;0.099409;6.254021;5.460178;0.813156;0.978885;-0.001887;0.044127;-0.199582;2.000000
2.415497;0.018643;0.196715;0.017428;0.016958;0.092090;6.418985;5.392427;0.811975;0.979540;-0.000902;0.045027;-0.196146;2.000000
2.436117;0.016821;0.199788;0.017262;0.014145;0.086809;6.543069;5.342178;0.811024;0.979998;-0.000240;0.045395;-0.193759;2.000000
2.457759;0.014799;0.203325;0.016835;0.014647;0.081808;6.672997;5.290153;0.809977;0.980439;0.000427;0.045755;-0.191429;2.000000
2.479499;0.012585;0.192829;0.020916;-0.161009;0.077878;6.801954;5.239058;0.808930;0.980974;0.000573;0.043243;-0.189260;2.000000
2.501385;0.009406;0.161160;0.022442;-0.175046;0.071284;6.969383;5.173435;0.807505;0.981733;0.000226;0.036883;-0.186655;2.000000
2.511902;0.006745;0.139550;0.023377;-0.114275;0.065852;7.102844;5.121637;0.806284;0.982242;0.000114;0.032637;-0.184759;2.000000
2.517960;0.004050;0.130634;0.022618;-0.011437;0.060618;7.234464;5.070941;0.805032;0.982621;0.000469;0.030834;-0.183041;2.000000
2.523127;0.001145;0.134009;0.023929;0.040801;0.055258;7.373545;5.017737;0.803686;0.982912;0.001309;0.031339;-0.181383;2.000000
2.529026;-0.001749;0.137422;0.025034;-0.041369;0.051490;7.505953;4.967383;0.802422;0.983169;0.002082;0.031534;-0.179945;2.000000
2.534464;-0.005057;0.122582;0.026251;-0.165343;0.047136;7.641112;4.916230;0.801232;0.983514;0.002309;0.028312;-0.178587;2.000000
2.534590;-0.009644;0.095513;0.026974;-0.097758;0.039791;7.816822;4.850012;0.799693;0.983934;0.002418;0.022904;-0.177038;2.000000
2.530348;-0.013153;0.086698;0.023427;-0.025975;0.033489;7.949665;4.800090;0.798509;0.984150;0.002860;0.021142;-0.176051;2.000000
2.524994;-0.016526;0.087955;0.012781;0.044062;0.027279;8.082263;4.750328;0.797331;0.984293;0.003431;0.021263;-0.175225;2.000000
2.520592;-0.019526;0.100784;-0.002713;0.120447;0.021156;8.216984;4.699804;0.796164;0.984358;0.004044;0.023601;-0.174543;2.000000
2.519532;-0.021797;0.115665;-0.017705;-0.001956;0.016857;8.351599;4.649345;0.795084;0.984390;0.004208;0.026151;-0.173997;2.000000
2.519158;-0.023130;0.101135;-0.041699;-0.111621;0.011585;8.531113;4.582133;0.793787;0.984565;0.002567;0.023226;-0.173451;2.000000
2.515217;-0.022189;0.088393;-0.065021;-0.068764;0.008434;8.663274;4.532776;0.792893;0.984673;0.000656;0.020897;-0.173150;2.000000
2.508821;-0.018965;0.084421;-0.088110;0.005597;0.006851;8.797564;4.482841;0.792025;0.984728;-0.001632;0.020386;-0.172897;2.000000
2.502533;-0.013485;0.083047;-0.098631;-0.094693;0.007957;8.924564;4.435947;0.791280;0.984767;-0.004256;0.020234;-0.172648;2.000000
2.493753;-0.004924;0.063726;-0.109582;-0.151416;0.010440;9.058385;4.387053;0.790577;0.984868;-0.007875;0.016753;-0.172315;2.000000
2.475841;0.010454;0.043603;-0.145513;-0.062200;0.017072;9.229172;4.325742;0.789751;0.984966;-0.013184;0.013404;-0.171722;2.000000
2.459419;0.026048;0.041263;-0.176054;0.009149;0.026232;9.359601;4.280039;0.789160;0.985007;-0.017808;0.013494;-0.171062;2.000000
2.443283;0.045175;0.047658;-0.176236;0.053718;0.039660;9.489570;4.235782;0.788610;0.985049;-0.022572;0.015275;-0.170107;2.000000
2.428959;0.067287;0.059977;-0.154673;0.084083;0.056668;9.619237;4.193223;0.788107;0.985128;-0.026801;0.018063;-0.168754;2.000000
2.412963;0.099619;0.062503;-0.082542;-0.096204;0.082196;9.792766;4.139251;0.787569;0.985450;-0.031178;0.018266;-0.166082;2.000000
2.399262;0.123738;0.051152;-0.048949;-0.105866;0.102732;9.922290;4.101438;0.787230;0.985870;-0.033346;0.015730;-0.163402;2.000000
2.383011;0.146330;0.042370;-0.029419;-0.057397;0.125207;10.051642;4.065904;0.786894;0.986388;-0.034696;0.013620;-0.160157;2.000000
2.365443;0.166878;0.044626;-0.029342;0.037917;0.150466;10.183013;4.032161;0.786566;0.986984;-0.035478;0.013681;-0.156261;2.000000
2.346044;0.188934;0.060651;-0.035569;0.089681;0.183714;10.348560;3.993073;0.786188;0.987828;-0.036149;0.016505;-0.150386;2.000000
2.334398;0.203422;0.067107;-0.007476;-0.083409;0.208044;10.479463;3.964920;0.785960;0.988625;-0.036642;0.017198;-0.144854;2.000000
2.322356;0.214896;0.053489;-0.000153;-0.149599;0.230626;10.607973;3.939668;0.785786;0.989551;-0.037107;0.013788;-0.138640;2.000000
2.306984;0.223378;0.040580;-0.017144;-0.084287;0.253962;10.736189;3.916837;0.785642;0.990504;-0.037696;0.010610;-0.131787;2.000000
2.289687;0.229443;0.039255;-0.041310;0.011093;0.278114;10.866199;3.896125;0.785502;0.991454;-0.038572;0.010008;-0.124222;2.000000
2.273650;0.233713;0.045937;-0.034010;-0.033287;0.300536;10.995664;3.878002;0.785387;0.992395;-0.039637;0.010873;-0.116027;2.000000
2.253196;0.237173;0.040168;-0.028709;-0.057459;0.326253;11.165208;3.858173;0.785310;0.993673;-0.040828;0.009032;-0.104240;2.000000
2.237248;0.238195;0.038905;-0.035870;-0.015425;0.344574;11.291103;3.846392;0.785246;0.994580;-0.041751;0.008461;-0.094846;2.000000
2.221780;0.238241;0.044341;-0.044021;0.040343;0.362587;11.418575;3.837102;0.785163;0.995435;-0.042770;0.009295;-0.084817;2.000000
2.208819;0.237556;0.058598;-0.055991;0.104534;0.380395;11.545413;3.830574;0.785084;0.996191;-0.043957;0.012001;-0.074346;2.000000
2.198586;0.236126;0.077072;-0.028837;-0.020039;0.398522;11.704966;3.826347;0.785059;0.997028;-0.045316;0.015205;-0.060422;2.000000
2.192559;0.234430;0.073734;-0.013228;-0.086776;0.409147;11.833111;3.826246;0.785081;0.997668;-0.045789;0.013966;-0.048645;2.000000
2.185671;0.231897;0.069259;-0.017503;-0.046017;0.419179;11.956429;3.828962;0.785103;0.998173;-0.046124;0.012474;-0.036970;2.000000
2.178377;0.228532;0.072902;-0.033243;0.035479;0.429146;12.081423;3.834569;0.785120;0.998517;-0.046690;0.012851;-0.024881;2.000000
2.173196;0.224891;0.082646;-0.017648;-0.018049;0.436472;12.203704;3.842888;0.785160;0.998693;-0.047352;0.014355;-0.012793;2.000000
2.169265;0.221043;0.079440;-0.002273;-0.082842;0.439987;12.327682;3.854229;0.785226;0.998789;-0.047394;0.013186;-0.000229;2.000000
2.162330;0.215258;0.072287;-0.003922;-0.047562;0.443388;12.489898;3.873531;0.785277;0.998690;-0.047172;0.011102;0.016449;2.000000
2.156418;0.210392;0.075851;-0.018372;0.038113;0.446341;12.612330;3.891487;0.785292;0.998388;-0.047334;0.011538;0.029120;2.000000
2.152565;0.205479;0.089653;-0.029870;0.095731;0.449143;12.734013;3.912268;0.785297;0.997873;-0.047992;0.014196;0.041769;2.000000
2.152673;0.200885;0.102562;-0.005812;-0.018133;0.448636;12.855076;3.935899;0.785333;0.997202;-0.048484;0.016444;0.054477;2.000000
2.154433;0.196490;0.098624;0.011538;-0.092843;0.445209;12.975610;3.962389;0.785383;0.996462;-0.048043;0.015165;0.067265;2.000000
2.154702;0.191784;0.091602;0.008313;-0.070914;0.441716;13.095516;3.991683;0.785405;0.995581;-0.047396;0.013279;0.079968;2.000000
2.153336;0.185203;0.092561;-0.009677;0.028546;0.437886;13.252104;4.034384;0.785395;0.994141;-0.047087;0.013094;0.096415;2.000000
