0.119704;-0.409695;0.251027;9.740842
0.074594;0.020356;0.272791;9.751518
0.107691;-0.280067;0.250225;9.724878
0.071258;0.118116;0.261411;9.735843
0.058293;0.263369;0.263421;9.744202
0.048714;0.370012;0.264628;9.757335
0.039563;0.449370;0.266742;9.770666
0.092509;-0.198173;0.236030;9.752289
0.081365;-0.051153;0.233054;9.751146
0.069552;0.074380;0.230254;9.761772
0.067510;0.108172;0.221904;9.763124
0.066033;0.136926;0.213199;9.766964
0.066190;0.136783;0.203742;9.769999
0.100505;-0.297697;0.167712;9.728480
0.088370;-0.093183;0.159048;9.737312
0.078260;0.081475;0.151482;9.745658
0.069863;0.239512;0.145622;9.754622
0.122401;-0.593375;0.096187;9.721771
0.099046;-0.176189;0.092877;9.730740
0.083467;0.153249;0.088782;9.737370
0.072265;0.407424;0.086145;9.748761
0.061507;0.658149;0.087780;9.766255
0.085175;0.025022;0.070818;9.773174
0.081067;0.156753;0.070403;9.769949
0.079119;0.186485;0.069750;9.781310
0.075287;0.257746;0.069333;9.793073
0.089879;-0.271659;0.057307;9.767264
0.085597;-0.128884;0.055054;9.768499
0.084845;-0.089261;0.051441;9.773001
0.082233;0.087746;0.049149;9.781445
0.081326;0.193315;0.046196;9.787705
0.093237;-0.440969;0.033156;9.755431
0.091515;-0.159333;0.029545;9.766219
0.091439;0.031074;0.025246;9.777560
0.093455;0.134637;0.019737;9.783694
0.096386;-0.430439;0.008343;9.767228
0.096788;-0.286187;0.001370;9.763688
0.099274;-0.064649;-0.006096;9.776022
0.091526;0.087658;-0.013611;9.786880
0.077854;0.177277;-0.020329;9.797639
0.057950;0.308163;-0.025080;9.809929
0.040008;-0.340331;-0.028007;9.794773
0.013921;-0.115952;-0.027021;9.797612
-0.009432;0.019684;-0.021659;9.804707
-0.037679;0.166228;-0.010953;9.811122
-0.028469;-0.362396;0.000422;9.795995
-0.063069;-0.140046;0.022174;9.797130
-0.099024;-0.020206;0.051350;9.802730
-0.155791;0.077889;0.090882;9.810329
-0.108835;0.106845;0.132925;9.815293
-0.068200;0.131944;0.177373;9.821158
0.051357;-0.335090;0.203185;9.807601
0.043169;-0.034492;0.253834;9.814385
0.052514;0.010885;0.294593;9.816178
0.042577;0.104861;0.336691;9.823774
0.117473;-0.344900;0.346958;9.816836
0.059618;-0.026420;0.392790;9.820126
0.031822;0.057521;0.426315;9.820590
0.013218;0.119996;0.455105;9.827848
-0.005457;0.175674;0.483946;9.835161
0.082963;-0.290834;0.469715;9.826406
0.050219;-0.096374;0.493403;9.824298
0.008761;0.099690;0.522456;9.828931
-0.008112;0.185774;0.541518;9.833219
-0.013986;0.211178;0.556294;9.840013
-0.018925;0.219679;0.570866;9.845272
0.086402;-0.267934;0.530229;9.823003
0.058328;-0.101244;0.539706;9.823936
0.042555;-0.012937;0.544102;9.827497
0.011800;0.147702;0.557089;9.834488
0.086854;-0.186586;0.517617;9.821120
0.055702;-0.014196;0.523472;9.819622
0.025624;0.119726;0.532559;9.827673
0.012398;0.175547;0.534557;9.832665
0.006074;0.193807;0.535652;9.838702
0.089179;-0.191605;0.481276;9.812019
0.065848;-0.064017;0.480133;9.818644
0.048986;0.037480;0.477349;9.822729
0.037078;0.115992;0.474834;9.827869
0.024212;0.188363;0.475089;9.834879
0.116477;-0.306029;0.418117;9.810966
0.080386;-0.083149;0.422759;9.813753
0.061678;0.012066;0.421229;9.818614
0.042633;0.126654;0.420180;9.823509
0.035929;0.165677;0.416201;9.827336
0.034191;0.171141;0.411716;9.830725
0.116752;-0.327113;0.356751;9.799830
0.082577;-0.091216;0.358653;9.807284
0.063779;0.035205;0.356784;9.810879
0.039270;0.198448;0.360667;9.818646
0.109893;-0.283338;0.312236;9.795269
0.072534;0.004890;0.320438;9.802486
0.040976;0.209007;0.330088;9.813754
0.040396;0.204860;0.324857;9.815331
0.101319;-0.252173;0.283385;9.789415
0.073393;-0.018738;0.286452;9.798874
0.066035;0.041455;0.282025;9.802048
0.055073;0.137384;0.280704;9.809266
0.049902;0.175778;0.278614;9.814776
0.114588;-0.392283;0.236778;9.785072
0.092133;-0.158947;0.236919;9.790764
0.071695;0.018085;0.238768;9.798127
0.060854;0.136616;0.237485;9.802276
0.058997;0.155833;0.232994;9.805901
0.053312;0.209019;0.232254;9.812049
0.096617;-0.217585;0.199380;9.785601
0.072410;0.050347;0.204696;9.797192
0.063049;0.142246;0.203779;9.800142
0.059757;0.181991;0.201890;9.805719
0.058867;0.186987;0.199882;9.810454
0.099631;-0.308792;0.173171;9.785246
0.082590;-0.082411;0.174263;9.791780
0.071692;0.057325;0.174820;9.797422
0.061810;0.181224;0.175488;9.803592
0.099601;-0.334380;0.148800;9.774706
0.081274;-0.051789;0.151827;9.783122
0.070993;0.083908;0.152271;9.792585
0.067171;0.152197;0.150594;9.798796
0.061457;0.236567;0.151465;9.808047
0.090057;-0.193458;0.129979;9.786946
0.074026;0.076877;0.133585;9.799502
0.065429;0.200238;0.134858;9.803957
0.060569;0.273313;0.135309;9.812683
0.090046;-0.286330;0.116727;9.792573
0.080397;-0.096870;0.117202;9.795840
0.074927;-0.017957;0.115737;9.802860
0.069032;0.104622;0.115269;9.808880
0.065884;0.159942;0.113814;9.814994
0.083653;-0.185522;0.098183;9.794459
0.080511;-0.041525;0.096263;9.800620
0.080121;0.105251;0.094672;9.807598
0.083169;0.224025;0.093078;9.815419
0.089819;0.287850;0.090029;9.823149
0.108796;-0.048270;0.072679;9.798734
0.113449;0.023468;0.065589;9.803301
0.117004;0.222248;0.058502;9.811663
0.122230;0.225771;0.047576;9.813171
0.127883;0.266341;0.035592;9.816616
0.128376;-0.127816;0.015565;9.788612
0.134363;-0.013931;-0.000644;9.790884
0.140579;0.010447;-0.019481;9.789417
0.100374;0.160048;-0.038128;9.796859
0.054005;-0.285889;-0.054257;9.770817
0.038550;0.040576;-0.067861;9.780324
0.030652;0.143625;-0.078091;9.783482
0.033906;0.330075;-0.086321;9.794309
0.035578;-0.226826;-0.087752;9.769134
0.048536;-0.003582;-0.090608;9.771928
0.060851;0.076990;-0.090896;9.780679
0.072044;0.227215;-0.089934;9.789945
0.079310;0.278338;-0.087173;9.797306
0.084005;0.325104;-0.083300;9.806764
0.076164;-0.199250;-0.072904;9.762647
0.076710;-0.030084;-0.068021;9.776840
0.076238;0.105553;-0.062693;9.784677
0.075866;0.204562;-0.057138;9.791780
0.068116;-0.366787;-0.045331;9.751016
0.069708;-0.051504;-0.041233;9.764151
0.072075;0.169293;-0.037588;9.780585
0.073178;0.291955;-0.033870;9.788987
0.068403;-0.358473;-0.024392;9.745453
0.070273;-0.212340;-0.022124;9.740869
0.071710;-0.037466;-0.020613;9.756021
0.073085;0.084997;-0.019354;9.767847
0.074382;0.189149;-0.018458;9.778046
0.075614;0.313255;-0.018218;9.792918
0.076360;0.316600;-0.017766;9.802393
0.073985;-0.202676;-0.014425;9.754078
0.075977;0.065789;-0.016086;9.780556
0.076722;0.101214;-0.016819;9.780964
0.078010;0.218831;-0.018034;9.793371
0.079004;0.260830;-0.019028;9.802465
0.077442;-0.131996;-0.017671;9.756886
0.080027;0.146268;-0.020093;9.778005
0.081146;0.252616;-0.021759;9.781980
0.082015;0.247355;-0.022815;9.786111
0.079181;-0.487495;-0.020457;9.725686
0.080201;-0.227900;-0.022510;9.743320
0.081534;-0.011670;-0.024382;9.760523
0.083507;0.211507;-0.026110;9.773763
0.084244;0.235670;-0.026765;9.779859
0.081630;-0.372980;-0.024392;9.731431
0.083804;0.032831;-0.026694;9.755031
0.084845;0.214655;-0.028032;9.768028
0.085017;0.147522;-0.027931;9.769455
0.082240;-0.478002;-0.025006;9.738428
0.083891;-0.097206;-0.026542;9.754838
0.085058;0.052229;-0.027248;9.763690
